Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
77,0.0,"[0.6143261990595945, 0.6143261990595945, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726, 0.6038282593888726]","[-inf, 0.0, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727, 0.6038282593888727]","[0.21457816026256876, 0.32186724039385317, 0.26822270032821094, 0.24140043029538985, 0.2548115653118004, 0.26151713282000566, 0.2648699165741083, 0.2665463084511596, 0.2673845043896853, 0.2678036023589481, 0.26759405337431674, 0.26769882786663246, 0.2676464406204746, 0.26762024699739567, 0.26760715018585624, 0.267613698591626]",0.6038282593888727
78,0.0,"[0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755]","[0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755, 0.6483736134442755]","[0.2206146876737659, 0.33092203151064886, 0.27576835959220736, 0.24819152363298663, 0.23440310565337627, 0.24129731464318144, 0.23785021014827884, 0.23957376239573014, 0.2404355385194558, 0.24000465045759295, 0.23978920642666154, 0.23968148441119586, 0.239627623403463, 0.23960069289959657, 0.23958722764766335, 0.23958049502169676]",0.6483736134442755
79,0.0009999275207519531,"[0.5838451706349449, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387405, 0.5531464480387405, 0.5531464480387405]","[0.5114958477900888, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406, 0.5531464480387406]","[0.20022328479237828, 0.10011164239618914, 0.1501674635942837, 0.12513955299523644, 0.11262559769571279, 0.11888257534547461, 0.1157540865205937, 0.11418984210815325, 0.11497196431437348, 0.11536302541748358, 0.11516749486592853, 0.11526526014170606, 0.1152163775038173, 0.11524081882276169, 0.1152285981632895, 0.11523470849302558]",0.5531464480387406
80,0.0,"[0.44822398805230945, 0.44822398805230945, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982, 0.446258749769982]","[-inf, 0.38556737182120476, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203, 0.44625874976998203]","[0.1496611700890975, 0.22449175513364622, 0.18707646261137184, 0.20578410887250903, 0.19643028574194044, 0.19175337417665614, 0.1940918299592983, 0.19292260206797723, 0.19233798812231667, 0.1920456811494864, 0.19189952766307128, 0.19197260440627884, 0.19193606603467506, 0.19191779684887317, 0.1919269314417741]",0.44625874976998203
81,0.0,"[0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049]","[0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049, 0.359722136487049]","[0.13736130087827078, 0.20604195131740616, 0.17170162609783846, 0.15453146348805463, 0.16311654479294654, 0.1674090854453925, 0.16955535577161548, 0.16848222060850399, 0.16794565302694825, 0.16821393681772612, 0.16834807871311505, 0.1684151496608095, 0.1683816141869623, 0.1683983819238859, 0.1683899980554241]",0.359722136487049
82,0.0,"[0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565]","[0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565, 0.7446133777014565]","[0.2400452470145351, 0.36006787052180267, 0.3000565587681689, 0.33006221464498575, 0.3150593867065773, 0.30755797273737306, 0.30380726575277095, 0.3019319122604699, 0.3028695890066204, 0.30240075063354516, 0.30263516982008276, 0.302517960226814, 0.3025765650234484, 0.30260586742176554, 0.302591216222607, 0.3025838906230277]",0.7446133777014565
83,0.0009999275207519531,"[0.6398573044309989, 0.6398573044309989, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988]","[0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988, 0.6398573044309988]","[0.2020515802928216, 0.30307737043923244, 0.252564475366027, 0.2778209229026297, 0.26519269913432836, 0.25887858725017765, 0.26203564319225303, 0.26045711522121534, 0.2612463792067342, 0.2616410111994936, 0.26144369520311395, 0.2615423532013038, 0.26159168220039875, 0.26161634669994616, 0.26162867894971986, 0.261622512824833]",0.6398573044309988
84,0.0,"[0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776]","[0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776, 0.5463461184532776]","[0.1880007500629972, 0.2820011250944958, 0.23500093757874652, 0.25850103133662117, 0.24675098445768384, 0.2526260078971525, 0.25556351961688684, 0.25409476375701967, 0.25482914168695325, 0.25519633065192004, 0.25501273616943665, 0.25510453341067835, 0.2550586347900575, 0.2550356854797471, 0.2550471601349023, 0.25505289746247994]",0.5463461184532776
85,0.0,"[0.6529631718190356, 0.6529631718190356, 0.6529631718190356, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355]","[0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355, 0.6529631718190355]","[0.21852882511259392, 0.3277932376688909, 0.27316103139074244, 0.24584492825166818, 0.2595029798212053, 0.2526739540364367, 0.25608846692882103, 0.25438121048262885, 0.25352758225953276, 0.25310076814798477, 0.25331417520375876, 0.25342087873164576, 0.25336752696770226, 0.2533408510857305, 0.25332751314474466, 0.2533341821152376]",0.6529631718190355
86,0.0,"[0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519082, 0.6127215771519082, 0.6127215771519082]","[0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083, 0.6127215771519083]","[0.19806746101479936, 0.29710119152219905, 0.2475843262684992, 0.2228258936416493, 0.2104466773282243, 0.20425706917151182, 0.20735187324986806, 0.20580447121068995, 0.20657817223027902, 0.2061913217204845, 0.20599789646558722, 0.20609460909303584, 0.20604625277931155, 0.2060704309361737, 0.20605834185774263, 0.20606438639695818]",0.6127215771519083
87,0.0,"[0.5701814483697355, 0.5701814483697355, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748, 0.5680820531999748]","[-inf, 0.0, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975, 0.568082053199975]","[0.20163191970946248, 0.3024478795641937, 0.2520398996368281, 0.2268359096731453, 0.2394379046549867, 0.2457389021459074, 0.24888940089136774, 0.2504646502640979, 0.251252274950463, 0.25164608729364557, 0.2514491811220543, 0.2515476342078499, 0.25149840766495213, 0.251523020936401, 0.2515353275721255, 0.25154148088998773]",0.568082053199975
88,0.0009999275207519531,"[0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388]","[0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388]","[0.16090262111774725, 0.2413539316766209, 0.20112827639718406, 0.22124110403690248, 0.21118469021704328, 0.20615648330711367, 0.20867058676207847, 0.20741353503459609, 0.20804206089833727, 0.20835632383020786, 0.20851345529614318, 0.20859202102911084, 0.20863130389559464, 0.20865094532883655, 0.2086411246122156]",0.4396942650114388
89,0.0,"[0.702036117504652, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211]","[0.6048218097395498, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211]","[0.24841976019998968, 0.12420988009999484, 0.18631482014999226, 0.21736729017499096, 0.23289352518749032, 0.22513040768124065, 0.2212488489281158, 0.22318962830467823, 0.22416001799295943, 0.22464521283710004, 0.22440261541502973, 0.2242813167039946, 0.22434196605951218, 0.22437229073727094, 0.22438745307615032, 0.22439503424559004]",0.6926367749002211
90,0.0009999275207519531,"[0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029]","[0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029, 0.6361070465737029]","[0.21263619544278203, 0.31895429316417306, 0.26579524430347756, 0.2923747687338253, 0.2790850065186514, 0.2724401254110645, 0.26911768485727106, 0.2674564645803743, 0.26662585444192594, 0.2662105493727017, 0.2664182019073138, 0.2665220281746199, 0.26647011504096685, 0.2664441584741403, 0.26645713675755356, 0.2664506476158469]",0.6361070465737029
91,0.0,"[0.7351735860448616, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615]","[0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615, 0.7351735860448615]","[0.23092010940948385, 0.3463801641142258, 0.40411019146659677, 0.3752451777904113, 0.3608126709523185, 0.35359641753327214, 0.34998829082374894, 0.34818422746898736, 0.34908625914636815, 0.34863524330767776, 0.34840973538833253, 0.3485224893480051, 0.3485788663278414, 0.34855067783792326, 0.34856477208288233, 0.3485577249604028]",0.7351735860448615
92,0.0,"[0.5856190358292588, 0.5856190358292588, 0.5830486562099015, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161205]","[0.47655689526049116, 0.47655689526049116, 0.47655689526049116, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206, 0.5813220816161206]","[0.2282013643838904, 0.1141006821919452, 0.17115102328791781, 0.19967619383590413, 0.21393877910989728, 0.22107007174689386, 0.21750442542839557, 0.2192872485876447, 0.21839583700802012, 0.2188415427978324, 0.21906439569273856, 0.21917582214019163, 0.21923153536391815, 0.21920367875205488, 0.21918975044612327, 0.21919671459908907]",0.5813220816161206
93,0.0,"[0.5319282256677512, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162]","[0.4463184147105358, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162, 0.4987806381219162]","[0.1971894146348494, 0.0985947073174247, 0.14789206097613705, 0.12324338414678088, 0.11091904573210279, 0.11708121493944183, 0.12016229954311136, 0.12170284184494612, 0.12093257069402874, 0.12054743511857005, 0.1207400029062994, 0.12064371901243473, 0.12069186095936707, 0.12071593193283323, 0.12072796741956632, 0.12073398516293285]",0.4987806381219162
94,0.0,"[0.6255964830922344, 0.6255964830922344, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343, 0.6255964830922343]","[0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344, 0.6255964830922344]","[0.19756476042522633, 0.2963471406378395, 0.2469559505315329, 0.2716515455846862, 0.28399934311126285, 0.2778254443479745, 0.27473849496633035, 0.27319502027550824, 0.2724232829300972, 0.2728091516028027, 0.27261621726644997, 0.27251975009827356, 0.2724715165141854, 0.2724956333062295, 0.27248357491020747, 0.2724896041082185]",0.6255964830922344
95,0.0,"[0.6938359770013831, 0.6822823466551923, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922]","[0.6118731243199949, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922, 0.6822823466551922]","[0.23493113376138688, 0.11746556688069344, 0.17619835032104017, 0.20556474204121353, 0.19088154618112685, 0.1835399482510835, 0.18721074721610517, 0.18904614669861602, 0.18812844695736058, 0.1885872968279883, 0.18881672176330216, 0.18870200929564523, 0.1887593655294737, 0.18873068741255947, 0.1887450264710166, 0.18873785694178802]",0.6822823466551922
96,0.0,"[0.5819795731845934, 0.5795888686712517, 0.5795888686712517, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516]","[0.5324543076401836, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516, 0.5795888686712516]","[0.18263884245445555, 0.09131942122722778, 0.13697913184084165, 0.1598089871476486, 0.1483940594942451, 0.15410152332094684, 0.15124779140759598, 0.1526746573642714, 0.15338809034260914, 0.1530313738534403, 0.15320973209802471, 0.1532989112203169, 0.1532543216591708, 0.15327661643974386, 0.1532877638300304, 0.15328219013488714]",0.5795888686712516
97,0.0,"[0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394784, 0.7519861856394784, 0.7519861856394784, 0.7519861856394784, 0.7519861856394784, 0.7519861856394784, 0.7519861856394784, 0.7519861856394784]","[0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785, 0.7519861856394785]","[0.2329795348162176, 0.34946930222432643, 0.29122441852027203, 0.3203468603722992, 0.33490808129831284, 0.327627470835306, 0.3239871656038026, 0.32580731821955433, 0.3267173945274302, 0.3271724326813681, 0.327399951758337, 0.32728619221985256, 0.3273430719890948, 0.32737151187371594, 0.3273572919314054, 0.32736440190256066]",0.7519861856394785
98,0.0009999275207519531,"[0.6516067477350306, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942]","[0.5903685608845293, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942, 0.6256136663780942]","[0.20883032707163368, 0.10441516353581684, 0.15662274530372527, 0.13051895441977107, 0.11746705897779396, 0.12399300669878252, 0.12073003283828823, 0.11909854590804109, 0.11991428937316466, 0.12032216110572644, 0.12011822523944554, 0.12022019317258599, 0.12016920920601576, 0.12019470118930087, 0.12018195519765831, 0.12017558220183704]",0.6256136663780942
99,0.0,"[0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.5377295125683749, 0.5377295125683749, 0.5377295125683749, 0.5377295125683749, 0.5377295125683749, 0.5377295125683749]","[0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375, 0.537729512568375]","[0.17905243592539977, 0.26857865388809965, 0.2238155449067497, 0.24619709939742468, 0.2350063221520872, 0.22941093352941844, 0.22661323921808407, 0.2252143920624169, 0.2245149684845833, 0.2241652566956665, 0.2239904008012081, 0.22390297285397892, 0.2239466868275935, 0.2239248298407862, 0.22393575833418985, 0.22394122258089166]",0.537729512568375
100,0.0010001659393310547,"[0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275]","[0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275, 0.537312700866275]","[0.19477096149222425, 0.09738548074611213, 0.14607822111916818, 0.1704245913056962, 0.18259777639896024, 0.18868436894559226, 0.19172766521890827, 0.19324931335556628, 0.19401013742389528, 0.19362972538973078, 0.19381993140681303, 0.1937248283982719, 0.19367727689400133, 0.19365350114186605, 0.19364161326579843, 0.19364755720383225]",0.537312700866275
